booking_id,customer_id,hotel_name,room_type,price_per_night,nights,total_amount,rating,payment_method,booking_platform,booking_date,check_in_date,check_out_date,discount,cancellation_policy,is_cancelled,booking_status
BKG197285,CUST14766,Amman Grand Hotel,Deluxe,141.52,3,360.88,3.7,Online Payment,Direct,2023-05-18,2023-06-04,2023-06-07,15,Partial Refund,0,Checked-out
BKG197286,CUST10434,Amman Grand Hotel,Double,50.0,2,22.5,4.1,Online Payment,Agoda,2024-02-17,2024-03-15,2024-03-17,10,Partial Refund,1,Cancelled
BKG197287,CUST23612,Amman Grand Hotel,Deluxe,161.14,2,322.28,4.1,Credit Card,Direct,2024-12-02,2024-12-18,2024-12-20,0,Partial Refund,0,Checked-out
BKG197288,CUST45908,Amman Grand Hotel,Deluxe,101.16,2,171.97,4.4,Cash,Direct,2024-12-22,2025-01-02,2025-01-04,15,Partial Refund,0,Checked-out
BKG197289,CUST22945,Amman Grand Hotel,Family,150.41,2,300.82,4.5,Credit Card,Booking.com,2025-10-21,2025-11-12,2025-11-14,0,Partial Refund,0,Checked-out
BKG197290,CUST52792,Amman Grand Hotel,Double,78.54,5,353.43,3.7,Credit Card,Booking.com,2025-12-07,2026-01-01,2026-01-06,10,Free Cancellation,0,Checked-out
BKG197291,CUST37492,Amman Grand Hotel,Single,81.43,6,464.15,4.7,Online Payment,Direct,2023-04-20,2023-05-19,2023-05-25,5,Non-refundable,0,Checked-out
BKG197292,CUST49463,Amman Grand Hotel,Family,234.27,9,901.35,4.1,Credit Card,Booking.com,2023-08-17,2023-09-02,2023-09-11,5,Non-refundable,1,Cancelled
BKG197293,CUST39780,Amman Grand Hotel,Deluxe,142.93,1,121.49,4.7,Online Payment,Agoda,2024-12-27,2025-01-09,2025-01-10,15,Free Cancellation,0,Checked-out
BKG197294,CUST43051,Amman Grand Hotel,Single,61.53,2,123.06,4.1,Bank Transfer,Direct,2023-07-12,2023-08-02,2023-08-04,0,Free Cancellation,0,Checked-out
BKG197295,CUST22910,Amman Grand Hotel,Deluxe,103.24,5,490.39,4.7,Online Payment,Direct,2024-01-04,2024-01-08,2024-01-13,5,Partial Refund,0,Checked-out
BKG197296,CUST37203,Amman Grand Hotel,Single,61.98,2,99.17,4.4,Bank Transfer,Expedia,2023-05-19,2023-06-21,2023-06-23,20,Non-refundable,0,Checked-out
BKG197297,CUST54869,Amman Grand Hotel,Deluxe,127.62,1,114.86,4.9,Online Payment,Booking.com,2024-12-19,2025-01-22,2025-01-23,10,Non-refundable,0,Checked-out
BKG197298,CUST27666,Amman Grand Hotel,Single,63.53,8,457.42,3.2,Credit Card,Agoda,2024-07-17,2024-08-15,2024-08-23,10,Partial Refund,0,Checked-out
BKG197299,CUST20956,Amman Grand Hotel,Deluxe,217.75,1,217.75,4.3,Cash,Booking.com,2023-07-10,2023-07-17,2023-07-18,0,Free Cancellation,0,Checked-out
BKG197300,CUST26774,Amman Grand Hotel,Single,49.66,3,141.53,4.2,Credit Card,Direct,2025-02-02,2025-02-03,2025-02-06,5,Free Cancellation,0,Checked-out
BKG197301,CUST42715,Amman Grand Hotel,Single,66.29,4,238.64,4.7,Cash,Direct,2023-07-21,2023-08-08,2023-08-12,10,Partial Refund,0,Checked-out
BKG197302,CUST16227,Amman Grand Hotel,Family,274.59,1,274.59,4.3,Online Payment,Expedia,2024-08-08,2024-08-24,2024-08-25,0,Partial Refund,0,Checked-out
BKG197303,CUST46996,Amman Grand Hotel,Double,56.55,2,26.86,4.1,Credit Card,Expedia,2023-02-02,2023-02-23,2023-02-25,5,Partial Refund,1,Cancelled
BKG197304,CUST17063,Amman Grand Hotel,Deluxe,79.08,2,158.16,4.5,Online Payment,Agoda,2024-12-20,2025-01-06,2025-01-08,0,Partial Refund,0,Checked-out
BKG197305,CUST36690,Amman Grand Hotel,Deluxe,162.39,3,462.81,2.8,Online Payment,Expedia,2025-11-13,2025-12-02,2025-12-05,5,Free Cancellation,0,Checked-out
BKG197306,CUST16227,Amman Grand Hotel,Double,56.61,5,226.44,4.2,Credit Card,Agoda,2023-10-03,2023-10-10,2023-10-15,20,Partial Refund,0,Checked-out
BKG197307,CUST25250,Amman Grand Hotel,Double,104.43,3,297.63,4.3,Online Payment,Booking.com,2025-12-22,2025-12-29,2026-01-01,5,Non-refundable,0,Checked-out
BKG197308,CUST20182,Amman Grand Hotel,Single,53.51,2,85.62,4.0,Credit Card,Agoda,2025-03-05,2025-03-27,2025-03-29,20,Free Cancellation,0,Checked-out
BKG197309,CUST40111,Amman Grand Hotel,Deluxe,166.53,2,333.06,3.7,Credit Card,Booking.com,2023-12-04,2023-12-13,2023-12-15,0,Non-refundable,0,Checked-out
BKG197310,CUST36802,Amman Grand Hotel,Family,172.0,3,516.0,4.1,Credit Card,Booking.com,2025-04-18,2025-05-06,2025-05-09,0,Partial Refund,0,Checked-out
BKG197311,CUST22678,Amman Grand Hotel,Suite,234.29,3,0.0,4.1,Cash,Direct,2023-02-26,2023-03-03,2023-03-06,0,Free Cancellation,1,Cancelled
BKG197312,CUST47764,Amman Grand Hotel,Double,74.97,7,98.4,4.1,Cash,Direct,2024-10-09,2024-10-27,2024-11-03,25,Partial Refund,1,Cancelled
BKG197313,CUST53321,Amman Grand Hotel,Family,188.66,3,565.98,4.7,Online Payment,Agoda,2024-03-05,2024-03-19,2024-03-22,0,Free Cancellation,0,Checked-out
BKG197314,CUST35565,Amman Grand Hotel,Suite,176.57,2,317.83,4.3,Online Payment,Booking.com,2025-09-22,2025-10-08,2025-10-10,10,Free Cancellation,0,Checked-out
BKG197315,CUST12802,Amman Grand Hotel,Single,52.4,1,41.92,3.8,Credit Card,Direct,2024-01-30,2024-02-02,2024-02-03,20,Free Cancellation,0,Checked-out
BKG197316,CUST42122,Amman Grand Hotel,Suite,221.92,2,110.96,4.1,Credit Card,Direct,2025-08-15,2025-09-04,2025-09-06,0,Partial Refund,1,Cancelled
BKG197317,CUST54869,Amman Grand Hotel,Double,98.73,6,562.76,4.5,Online Payment,Agoda,2023-11-24,2023-12-04,2023-12-10,5,Partial Refund,0,Checked-out
BKG197318,CUST51056,Amman Grand Hotel,Single,78.06,3,234.18,4.1,Credit Card,Direct,2023-04-19,2023-04-29,2023-05-02,0,Free Cancellation,0,Checked-out
BKG197319,CUST16494,Amman Grand Hotel,Suite,237.81,4,856.12,4.3,Credit Card,Booking.com,2023-03-24,2023-04-04,2023-04-08,10,Partial Refund,0,Checked-out
BKG197320,CUST22179,Amman Grand Hotel,Double,107.46,2,214.92,3.6,Cash,Direct,2025-12-08,2025-12-26,2025-12-28,0,Partial Refund,0,Checked-out
BKG197321,CUST26535,Amman Grand Hotel,Deluxe,88.1,2,176.2,3.8,Credit Card,Booking.com,2023-01-20,2023-02-04,2023-02-06,0,Free Cancellation,0,Checked-out
BKG197322,CUST26056,Amman Grand Hotel,Double,52.68,3,134.33,3.8,Bank Transfer,Direct,2023-02-21,2023-03-15,2023-03-18,15,Partial Refund,0,Checked-out
BKG197323,CUST27550,Amman Grand Hotel,Single,54.19,9,115.83,4.1,Credit Card,Agoda,2024-07-17,2024-09-01,2024-09-10,5,Partial Refund,1,Cancelled
BKG197324,CUST41189,Amman Grand Hotel,Deluxe,104.21,2,166.74,3.9,Online Payment,Booking.com,2023-09-24,2023-09-29,2023-10-01,20,Non-refundable,0,Checked-out
BKG197325,CUST16494,Amman Grand Hotel,Single,70.17,5,350.85,4.2,Credit Card,Agoda,2023-04-29,2023-05-10,2023-05-15,0,Non-refundable,0,Checked-out
BKG197326,CUST24175,Amman Grand Hotel,Single,81.75,2,155.32,4.3,Cash,Direct,2025-07-14,2025-07-23,2025-07-25,5,Free Cancellation,0,Checked-out
BKG197327,CUST40584,Amman Grand Hotel,Single,70.3,3,210.9,3.4,Credit Card,Direct,2024-06-04,2024-06-09,2024-06-12,0,Free Cancellation,0,Checked-out
BKG197328,CUST12606,Amman Grand Hotel,Double,83.33,1,83.33,4.8,Online Payment,Expedia,2024-10-02,2024-10-13,2024-10-14,0,Partial Refund,0,Checked-out
BKG197329,CUST36943,Amman Grand Hotel,Double,93.44,3,280.32,3.4,Bank Transfer,Direct,2024-08-04,2024-09-13,2024-09-16,0,Free Cancellation,0,Checked-out
BKG197330,CUST37257,Amman Grand Hotel,Deluxe,89.41,3,268.23,4.3,Cash,Direct,2024-03-27,2024-03-30,2024-04-02,0,Free Cancellation,0,Checked-out
BKG197331,CUST16494,Amman Grand Hotel,Deluxe,127.47,6,650.1,3.9,Cash,Direct,2023-08-12,2023-08-14,2023-08-20,15,Non-refundable,0,Checked-out
BKG197332,CUST50155,Amman Grand Hotel,Single,61.27,2,110.29,3.9,Online Payment,Agoda,2025-03-09,2025-04-19,2025-04-21,10,Partial Refund,0,Checked-out
BKG197333,CUST39808,Amman Grand Hotel,Single,53.38,5,266.9,3.8,Credit Card,Booking.com,2023-12-08,2024-01-07,2024-01-12,0,Partial Refund,0,Checked-out
BKG197334,CUST15930,Amman Grand Hotel,Deluxe,119.9,4,455.62,4.7,Bank Transfer,Direct,2025-12-29,2026-01-20,2026-01-24,5,Free Cancellation,0,Checked-out
BKG197335,CUST30498,Amman Grand Hotel,Double,132.53,9,1013.85,4.3,Credit Card,Agoda,2024-05-10,2024-05-30,2024-06-08,15,Free Cancellation,0,Checked-out
BKG197336,CUST53946,Amman Grand Hotel,Deluxe,184.18,8,1326.1,4.3,Credit Card,Expedia,2024-07-26,2024-08-23,2024-08-31,10,Non-refundable,0,Checked-out
BKG197337,CUST53854,Amman Grand Hotel,Single,60.91,2,115.73,3.9,Credit Card,Agoda,2023-10-26,2023-12-10,2023-12-12,5,Non-refundable,0,Checked-out
BKG197338,CUST51033,Amman Grand Hotel,Double,63.94,2,127.88,3.2,Credit Card,Expedia,2025-10-29,2025-11-20,2025-11-22,0,Free Cancellation,0,Checked-out
BKG197339,CUST46996,Amman Grand Hotel,Double,78.13,5,390.65,4.4,Credit Card,Direct,2024-11-17,2024-11-20,2024-11-25,0,Free Cancellation,0,Checked-out
BKG197340,CUST21835,Amman Grand Hotel,Double,111.6,2,212.04,4.3,Cash,Direct,2024-12-23,2024-12-25,2024-12-27,5,Non-refundable,0,Checked-out
BKG197341,CUST47557,Amman Grand Hotel,Double,104.14,2,187.45,4.9,Online Payment,Direct,2023-08-21,2023-08-24,2023-08-26,10,Partial Refund,0,Checked-out
BKG197342,CUST33939,Amman Grand Hotel,Family,127.88,4,460.37,4.5,Bank Transfer,Direct,2025-10-10,2025-11-03,2025-11-07,10,Free Cancellation,0,Checked-out
BKG197343,CUST47557,Amman Grand Hotel,Deluxe,163.14,3,489.42,5.0,Credit Card,Direct,2023-06-22,2023-06-30,2023-07-03,0,Free Cancellation,0,Checked-out
BKG197344,CUST45908,Amman Grand Hotel,Double,81.77,3,220.78,4.8,Credit Card,Booking.com,2023-04-27,2023-05-21,2023-05-24,10,Partial Refund,0,Checked-out
BKG197345,CUST46996,Amman Grand Hotel,Deluxe,137.88,3,351.59,4.3,Credit Card,Booking.com,2025-11-26,2025-12-13,2025-12-16,15,Partial Refund,0,Checked-out
BKG197346,CUST12203,Amman Grand Hotel,Double,82.51,2,165.02,3.8,Credit Card,Booking.com,2023-05-15,2023-05-22,2023-05-24,0,Free Cancellation,0,Checked-out
BKG197347,CUST43994,Amman Grand Hotel,Family,190.22,4,722.84,4.3,Credit Card,Direct,2023-07-31,2023-08-14,2023-08-18,5,Partial Refund,0,Checked-out
BKG197348,CUST35603,Amman Grand Hotel,Single,49.73,1,49.73,3.7,Credit Card,Agoda,2025-01-15,2025-01-21,2025-01-22,0,Non-refundable,0,Checked-out
BKG197349,CUST15568,Amman Grand Hotel,Single,54.42,5,217.68,4.3,Bank Transfer,Direct,2023-09-20,2023-09-24,2023-09-29,20,Free Cancellation,0,Checked-out
BKG197350,CUST37930,Amman Grand Hotel,Deluxe,136.37,4,463.66,3.4,Credit Card,Direct,2023-04-12,2023-04-18,2023-04-22,15,Non-refundable,0,Checked-out
BKG197351,CUST54869,Amman Grand Hotel,Double,76.2,1,0.0,4.1,Credit Card,Expedia,2024-07-01,2024-08-12,2024-08-13,5,Free Cancellation,1,Cancelled
BKG197352,CUST22721,Amman Grand Hotel,Double,67.58,12,770.41,4.9,Cash,Direct,2023-12-23,2024-01-11,2024-01-23,5,Non-refundable,0,Checked-out
BKG197353,CUST49670,Amman Grand Hotel,Suite,312.86,1,312.86,3.7,Credit Card,Booking.com,2024-12-09,2024-12-16,2024-12-17,0,Non-refundable,0,Checked-out
BKG197354,CUST31998,Amman Grand Hotel,Single,67.81,4,257.68,4.4,Cash,Booking.com,2023-09-17,2023-10-03,2023-10-07,5,Free Cancellation,0,Checked-out
BKG197355,CUST40663,Amman Grand Hotel,Family,208.71,4,667.87,3.4,Bank Transfer,Booking.com,2025-07-02,2025-07-17,2025-07-21,20,Partial Refund,0,Checked-out
BKG197356,CUST34470,Amman Grand Hotel,Double,81.05,2,145.89,3.6,Online Payment,Direct,2024-03-27,2024-03-30,2024-04-01,10,Non-refundable,0,Checked-out
BKG197357,CUST36504,Amman Grand Hotel,Double,97.57,3,234.17,4.8,Cash,Direct,2024-04-11,2024-04-17,2024-04-20,20,Free Cancellation,0,Checked-out
BKG197358,CUST36519,Amman Grand Hotel,Single,71.52,3,96.55,4.1,Online Payment,Booking.com,2024-07-18,2024-08-09,2024-08-12,0,Non-refundable,1,Cancelled
BKG197359,CUST34391,Amman Grand Hotel,Single,68.1,4,64.69,4.1,Credit Card,Expedia,2025-08-20,2025-10-04,2025-10-08,5,Partial Refund,1,Cancelled
BKG197360,CUST41189,Amman Grand Hotel,Single,77.59,1,73.71,3.9,Online Payment,Booking.com,2023-04-27,2023-05-19,2023-05-20,5,Partial Refund,0,Checked-out
BKG197361,CUST44330,Amman Grand Hotel,Single,75.73,2,136.31,4.3,Online Payment,Agoda,2024-12-16,2024-12-27,2024-12-29,10,Non-refundable,0,Checked-out
BKG197362,CUST27375,Amman Grand Hotel,Deluxe,122.38,7,770.99,4.5,Credit Card,Booking.com,2023-11-30,2023-12-03,2023-12-10,10,Partial Refund,0,Checked-out
BKG197363,CUST13539,Amman Grand Hotel,Single,49.19,6,280.38,4.4,Cash,Direct,2025-09-04,2025-09-12,2025-09-18,5,Free Cancellation,0,Checked-out
BKG197364,CUST19065,Amman Grand Hotel,Deluxe,169.56,4,644.33,5.0,Online Payment,Agoda,2024-06-03,2024-06-22,2024-06-26,5,Non-refundable,0,Checked-out
BKG197365,CUST16494,Amman Grand Hotel,Deluxe,133.67,9,962.42,4.6,Online Payment,Booking.com,2024-01-12,2024-01-20,2024-01-29,20,Partial Refund,0,Checked-out
BKG197366,CUST29024,Amman Grand Hotel,Single,50.09,6,240.43,3.8,Online Payment,Direct,2025-12-26,2026-01-04,2026-01-10,20,Free Cancellation,0,Checked-out
BKG197367,CUST43514,Amman Grand Hotel,Deluxe,120.46,4,481.84,3.3,Credit Card,Direct,2025-02-08,2025-03-02,2025-03-06,0,Free Cancellation,0,Checked-out
BKG197368,CUST45632,Amman Grand Hotel,Single,53.19,2,90.42,4.0,Cash,Direct,2024-12-27,2025-01-12,2025-01-14,15,Non-refundable,0,Checked-out
BKG197369,CUST37420,Amman Grand Hotel,Single,66.7,9,510.26,4.4,Credit Card,Direct,2023-10-10,2023-10-13,2023-10-22,15,Partial Refund,0,Checked-out
BKG197370,CUST16494,Amman Grand Hotel,Deluxe,125.11,2,250.22,4.2,Online Payment,Booking.com,2023-02-02,2023-03-14,2023-03-16,0,Non-refundable,0,Checked-out
BKG197371,CUST50954,Amman Grand Hotel,Double,108.16,6,162.24,4.1,Bank Transfer,Direct,2024-09-26,2024-10-12,2024-10-18,0,Partial Refund,1,Cancelled
BKG197372,CUST45111,Amman Grand Hotel,Single,60.9,1,54.81,3.7,Online Payment,Agoda,2024-09-16,2024-10-26,2024-10-27,10,Free Cancellation,0,Checked-out
BKG197373,CUST43994,Amman Grand Hotel,Deluxe,114.51,3,326.35,3.8,Credit Card,Direct,2023-02-06,2023-02-15,2023-02-18,5,Non-refundable,0,Checked-out
BKG197374,CUST37719,Amman Grand Hotel,Double,82.4,9,630.36,3.2,Credit Card,Agoda,2025-03-25,2025-04-29,2025-05-08,15,Non-refundable,0,Checked-out
BKG197375,CUST19844,Amman Grand Hotel,Deluxe,126.09,1,126.09,5.0,Online Payment,Expedia,2024-09-14,2024-10-27,2024-10-28,0,Free Cancellation,0,Checked-out
BKG197376,CUST43994,Amman Grand Hotel,Deluxe,147.98,2,251.57,3.8,Online Payment,Booking.com,2024-11-17,2024-12-02,2024-12-04,15,Partial Refund,0,Checked-out
BKG197377,CUST45632,Amman Grand Hotel,Deluxe,104.19,5,468.86,4.4,Credit Card,Direct,2024-03-08,2024-03-18,2024-03-23,10,Free Cancellation,0,Checked-out
BKG197378,CUST16227,Amman Grand Hotel,Double,128.21,1,121.8,4.1,Cash,Agoda,2023-05-25,2023-06-02,2023-06-03,5,Partial Refund,0,Checked-out
BKG197379,CUST26067,Amman Grand Hotel,Double,149.21,3,425.25,4.6,Cash,Agoda,2023-05-25,2023-06-10,2023-06-13,5,Free Cancellation,0,Checked-out
BKG197380,CUST16494,Amman Grand Hotel,Double,62.09,2,124.18,3.9,Online Payment,Booking.com,2023-12-26,2024-01-10,2024-01-12,0,Free Cancellation,0,Checked-out
BKG197381,CUST10434,Amman Grand Hotel,Double,97.6,1,78.08,3.7,Online Payment,Expedia,2025-10-11,2025-10-16,2025-10-17,20,Non-refundable,0,Checked-out
BKG197382,CUST15918,Amman Grand Hotel,Double,87.82,1,87.82,4.4,Online Payment,Expedia,2024-10-16,2024-10-26,2024-10-27,0,Free Cancellation,0,Checked-out
BKG197383,CUST13399,Amman Grand Hotel,Double,85.17,3,229.96,3.6,Online Payment,Booking.com,2023-07-08,2023-07-30,2023-08-02,10,Free Cancellation,0,Checked-out
BKG197384,CUST24855,Amman Grand Hotel,Double,63.43,5,301.29,4.6,Cash,Direct,2023-10-23,2023-11-08,2023-11-13,5,Free Cancellation,0,Checked-out
BKG197385,CUST24097,Amman Grand Hotel,Single,55.53,3,158.26,4.1,Online Payment,Booking.com,2024-03-28,2024-04-08,2024-04-11,5,Free Cancellation,0,Checked-out
BKG197386,CUST29776,Amman Grand Hotel,Deluxe,147.64,4,501.98,3.4,Online Payment,Direct,2023-04-16,2023-04-30,2023-05-04,15,Non-refundable,0,Checked-out
BKG197387,CUST34206,Amman Grand Hotel,Single,52.7,2,25.03,4.1,Credit Card,Agoda,2023-03-13,2023-03-29,2023-03-31,5,Partial Refund,1,Cancelled
BKG197388,CUST12397,Amman Grand Hotel,Single,56.69,2,28.34,4.1,Credit Card,Expedia,2025-12-05,2026-02-06,2026-02-08,0,Partial Refund,1,Cancelled
BKG197389,CUST34946,Amman Grand Hotel,Suite,194.68,1,194.68,3.7,Online Payment,Agoda,2025-02-19,2025-02-25,2025-02-26,0,Partial Refund,0,Checked-out
BKG197390,CUST43994,Amman Grand Hotel,Single,55.41,5,277.05,3.4,Online Payment,Expedia,2023-03-14,2023-04-20,2023-04-25,0,Non-refundable,0,Checked-out
BKG197391,CUST38892,Amman Grand Hotel,Single,49.62,3,141.42,3.9,Online Payment,Booking.com,2023-12-28,2024-01-10,2024-01-13,5,Free Cancellation,0,Checked-out
BKG197392,CUST12400,Amman Grand Hotel,Double,61.13,2,110.03,4.1,Credit Card,Booking.com,2023-08-25,2023-08-27,2023-08-29,10,Free Cancellation,0,Checked-out
BKG197393,CUST40444,Amman Grand Hotel,Deluxe,138.86,10,1249.74,4.5,Online Payment,Agoda,2023-07-12,2023-07-29,2023-08-08,10,Free Cancellation,0,Checked-out
BKG197394,CUST19326,Amman Grand Hotel,Double,100.81,2,0.0,4.1,Credit Card,Direct,2023-05-24,2023-05-31,2023-06-02,20,Free Cancellation,1,Cancelled
BKG197395,CUST17972,Amman Grand Hotel,Single,72.89,2,69.25,4.1,Cash,Direct,2023-04-07,2023-04-29,2023-05-01,5,Partial Refund,0,No-show
BKG197396,CUST14347,Amman Grand Hotel,Deluxe,113.9,1,108.2,4.0,Credit Card,Expedia,2024-09-22,2024-10-12,2024-10-13,5,Free Cancellation,0,Checked-out
BKG197397,CUST43994,Amman Grand Hotel,Family,194.38,1,194.38,3.9,Bank Transfer,Expedia,2025-09-23,2025-10-21,2025-10-22,0,Free Cancellation,0,Checked-out
BKG197398,CUST43994,Amman Grand Hotel,Suite,352.88,4,1340.94,5.0,Online Payment,Agoda,2023-08-27,2023-08-30,2023-09-03,5,Non-refundable,0,Checked-out
BKG197399,CUST30900,Amman Grand Hotel,Family,196.97,7,1034.09,3.5,Online Payment,Agoda,2024-01-14,2024-01-27,2024-02-03,25,Partial Refund,0,Checked-out
BKG197400,CUST15345,Amman Grand Hotel,Single,74.15,6,444.9,3.9,Online Payment,Agoda,2025-12-12,2025-12-30,2026-01-05,0,Non-refundable,0,Checked-out
BKG197401,CUST24166,Amman Grand Hotel,Deluxe,111.16,6,666.96,3.3,Credit Card,Direct,2025-04-03,2025-04-20,2025-04-26,0,Free Cancellation,0,Checked-out
BKG197402,CUST14213,Amman Grand Hotel,Single,59.17,4,213.01,3.6,Credit Card,Expedia,2023-06-06,2023-07-02,2023-07-06,10,Free Cancellation,0,Checked-out
BKG197403,CUST51033,Amman Grand Hotel,Deluxe,192.05,1,172.85,4.2,Online Payment,Booking.com,2023-05-27,2023-06-16,2023-06-17,10,Free Cancellation,0,Checked-out
BKG197404,CUST51178,Amman Grand Hotel,Single,51.91,7,327.03,3.9,Credit Card,Expedia,2025-12-25,2026-01-24,2026-01-31,10,Partial Refund,0,Checked-out
BKG197405,CUST45917,Amman Grand Hotel,Deluxe,106.75,3,288.23,4.3,Cash,Direct,2023-06-02,2023-06-13,2023-06-16,10,Free Cancellation,0,Checked-out
BKG197406,CUST16227,Amman Grand Hotel,Deluxe,157.21,4,597.4,3.9,Credit Card,Booking.com,2023-05-05,2023-05-07,2023-05-11,5,Non-refundable,0,Checked-out
BKG197407,CUST16494,Amman Grand Hotel,Double,95.49,1,95.49,3.6,Online Payment,Agoda,2023-02-28,2023-03-17,2023-03-18,0,Free Cancellation,0,Checked-out
BKG197408,CUST41297,Amman Grand Hotel,Double,91.43,1,86.86,4.2,Credit Card,Expedia,2024-08-08,2024-09-03,2024-09-04,5,Partial Refund,0,Checked-out
BKG197409,CUST31610,Amman Grand Hotel,Deluxe,161.71,3,436.62,4.6,Online Payment,Expedia,2023-06-27,2023-07-07,2023-07-10,10,Partial Refund,0,Checked-out
BKG197410,CUST16494,Amman Grand Hotel,Deluxe,141.23,1,120.05,4.8,Online Payment,Booking.com,2025-08-03,2025-08-16,2025-08-17,15,Partial Refund,0,Checked-out
BKG197411,CUST20855,Amman Grand Hotel,Double,93.93,1,29.07,4.1,Credit Card,Expedia,2025-06-28,2025-07-31,2025-08-01,10,Partial Refund,1,Cancelled
BKG197412,CUST34555,Amman Grand Hotel,Deluxe,154.98,6,883.39,4.8,Credit Card,Expedia,2023-09-29,2023-10-13,2023-10-19,5,Non-refundable,0,Checked-out
BKG197413,CUST26959,Amman Grand Hotel,Double,84.37,2,168.74,4.9,Online Payment,Direct,2025-05-16,2025-06-05,2025-06-07,0,Non-refundable,0,Checked-out
BKG197414,CUST33534,Amman Grand Hotel,Double,84.97,2,169.94,3.6,Credit Card,Direct,2024-05-12,2024-05-19,2024-05-21,0,Partial Refund,0,Checked-out
BKG197415,CUST47041,Amman Grand Hotel,Family,211.0,1,168.8,4.5,Online Payment,Direct,2025-11-21,2025-12-01,2025-12-02,20,Free Cancellation,0,Checked-out
BKG197416,CUST10046,Amman Grand Hotel,Double,64.86,4,259.44,3.9,Online Payment,Booking.com,2025-11-23,2026-01-28,2026-02-01,0,Non-refundable,0,Checked-out
BKG197417,CUST12912,Amman Grand Hotel,Single,56.33,4,214.05,3.9,Bank Transfer,Agoda,2023-02-10,2023-02-15,2023-02-19,5,Non-refundable,0,Checked-out
BKG197418,CUST10606,Amman Grand Hotel,Family,95.0,4,380.0,4.3,Credit Card,Direct,2023-01-15,2023-01-20,2023-01-24,0,Free Cancellation,0,Checked-out
BKG197419,CUST32488,Amman Grand Hotel,Single,46.44,5,232.2,4.5,Online Payment,Direct,2025-04-18,2025-04-29,2025-05-04,0,Free Cancellation,0,Checked-out
BKG197420,CUST45987,Amman Grand Hotel,Single,52.36,6,314.16,3.0,Credit Card,Expedia,2025-12-28,2026-01-08,2026-01-14,0,Non-refundable,0,Checked-out
BKG197421,CUST19123,Amman Grand Hotel,Single,79.42,10,67.51,4.1,Credit Card,Direct,2025-08-10,2025-08-15,2025-08-25,15,Free Cancellation,0,No-show
BKG197422,CUST18892,Amman Grand Hotel,Double,85.98,2,163.36,4.0,Credit Card,Booking.com,2024-03-13,2024-04-12,2024-04-14,5,Non-refundable,0,Checked-out
BKG197423,CUST25227,Amman Grand Hotel,Suite,239.55,2,479.1,3.8,Credit Card,Expedia,2023-08-22,2023-09-20,2023-09-22,0,Partial Refund,0,Checked-out
BKG197424,CUST16494,Amman Grand Hotel,Double,101.23,2,192.34,4.0,Credit Card,Direct,2025-10-12,2025-10-30,2025-11-01,5,Partial Refund,0,Checked-out
BKG197425,CUST11401,Amman Grand Hotel,Single,84.03,2,168.06,3.3,Cash,Direct,2025-08-14,2025-09-18,2025-09-20,0,Partial Refund,0,Checked-out
BKG197426,CUST37556,Amman Grand Hotel,Suite,249.04,12,2839.06,4.7,Credit Card,Direct,2023-09-01,2023-09-20,2023-10-02,5,Free Cancellation,0,Checked-out
BKG197427,CUST52507,Amman Grand Hotel,Single,78.16,4,265.74,4.9,Online Payment,Direct,2024-07-22,2024-08-11,2024-08-15,15,Free Cancellation,0,Checked-out
BKG197428,CUST50762,Amman Grand Hotel,Family,159.28,5,716.76,4.7,Credit Card,Agoda,2023-11-09,2023-11-26,2023-12-01,10,Non-refundable,0,Checked-out
BKG197429,CUST11010,Amman Grand Hotel,Single,39.31,12,448.13,3.7,Bank Transfer,Direct,2023-01-08,2023-01-12,2023-01-24,5,Free Cancellation,0,Checked-out
BKG197430,CUST35255,Amman Grand Hotel,Suite,241.0,1,216.9,4.5,Credit Card,Expedia,2023-02-25,2023-03-08,2023-03-09,10,Non-refundable,0,Checked-out
BKG197431,CUST18857,Amman Grand Hotel,Deluxe,89.37,2,40.22,4.1,Credit Card,Expedia,2025-01-12,2025-02-09,2025-02-11,10,Partial Refund,1,Cancelled
BKG197432,CUST12397,Amman Grand Hotel,Single,65.79,1,0.0,4.1,Cash,Expedia,2024-04-27,2024-06-06,2024-06-07,10,Free Cancellation,1,Cancelled
BKG197433,CUST46996,Amman Grand Hotel,Family,184.41,1,184.41,5.0,Online Payment,Booking.com,2025-09-03,2025-09-23,2025-09-24,0,Non-refundable,0,Checked-out
BKG197434,CUST36965,Amman Grand Hotel,Deluxe,146.58,4,557.0,4.4,Credit Card,Direct,2024-09-16,2024-09-22,2024-09-26,5,Free Cancellation,0,Checked-out
BKG197435,CUST43525,Amman Grand Hotel,Family,144.03,2,244.85,4.7,Cash,Direct,2025-05-04,2025-06-10,2025-06-12,15,Partial Refund,0,Checked-out
BKG197436,CUST23699,Amman Grand Hotel,Family,273.26,1,273.26,4.3,Credit Card,Booking.com,2024-08-22,2024-08-31,2024-09-01,0,Partial Refund,0,Checked-out
BKG197437,CUST51033,Amman Grand Hotel,Single,55.03,5,275.15,4.2,Bank Transfer,Direct,2024-01-08,2024-01-22,2024-01-27,0,Partial Refund,0,Checked-out
BKG197438,CUST35881,Amman Grand Hotel,Double,85.77,5,407.41,4.6,Bank Transfer,Booking.com,2024-07-30,2024-09-01,2024-09-06,5,Partial Refund,0,Checked-out
